site_id,service_point_id,asset_id,asset_class,operation_type,started_at_utc,ended_at_utc,energy_kwh,data_source
11111111-1111-1111-1111-111111111111,,58f68551-abe5-439c-9835-f1c46612ca05,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,b73b5763-07e4-48e3-9e8c-3158301af418,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,5604331f-284d-4768-a521-b60693aebe25,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,bc55d859-82ba-4e2c-a5dd-83cbb5281906,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,1225f10e-1355-45d5-ae28-2fdffd243425,waymo_jaguar_ipace_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,3db69802-2cd3-433b-85ed-4f24ad8be006,waymo_jaguar_ipace_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,02ff42a9-de41-42d2-bfb9-00b681c02178,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,5cee8fb3-d21e-46e2-88b1-5223114b1578,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,7ec698b8-b6ac-4e77-b9f8-a3a42a34e2c7,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,aff36072-eff1-4a55-be44-a55f5f8891e7,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,99ddf4ff-96d7-4257-b1ce-cb9437335ce8,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,87098f16-b5b8-417b-bb6a-95e1ea02f619,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,a0ef8ae7-a873-4ec3-a040-1adb3e30b3d4,waymo_jaguar_ipace_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,96b10b07-87e0-4dd5-8a2b-376532cbd8ec,waymo_jaguar_ipace_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,9f5d69bb-e932-4fa9-a659-4417bc861d00,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,5f8af8a5-0a29-42e7-90d6-a933a2b56e64,tesla_model_y_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,c3333333-0003-0003-0003-000000000003,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,c3333333-0003-0003-0003-000000000001,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,28417bea-eb30-4e9f-8ad8-3da0f1842398,zoox_robotaxi_2024,wash,,2026-06-01T02:17:58.563449Z,,production
11111111-1111-1111-1111-111111111111,,a1111111-0001-0001-0001-000000000001,waymo_jaguar_ipace_2024,wash,,2026-06-18T04:07:40.920806Z,,production
11111111-1111-1111-1111-111111111111,,73e86c55-4eeb-43b3-943d-f700b40386af,waymo_jaguar_ipace_2024,inspect,2026-08-20T22:46:16.658700Z,2026-08-20T22:49:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,2bc9a4a0-5f7d-4f1c-bdcd-d9a96efa9fc5,zoox_robotaxi_2024,inspect,2026-08-20T22:46:16.658700Z,2026-08-20T22:49:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,9be45c35-ab40-4b47-8ea6-c4eecb5860b4,tesla_model_y_robotaxi_2024,inspect,2026-08-20T22:46:16.658700Z,2026-08-20T22:49:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,a45682eb-242b-42d2-9b15-703b54a3e4cc,tesla_model_y_robotaxi_2024,inspect,2026-08-20T22:46:16.658700Z,2026-08-20T22:49:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,f5c7d2a9-f6b6-46bb-8e61-5da2ec54b7db,waymo_jaguar_ipace_2024,inspect,2026-08-20T22:46:16.658700Z,2026-08-20T22:49:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,87098f16-b5b8-417b-bb6a-95e1ea02f619,zoox_robotaxi_2024,inspect,2026-08-20T22:46:16.658700Z,2026-08-20T22:49:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,d5dd0338-bbbb-4fd1-b529-d0fba31da0cd,tesla_model_y_robotaxi_2024,triage_check,2026-08-20T22:49:16.658700Z,2026-08-20T22:52:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,30892fc2-9078-4ec6-a8dc-006bc667cea3,zoox_robotaxi_2024,sensor_clean,2026-08-20T22:49:16.658700Z,2026-08-20T22:54:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,8f680446-212c-4aca-bf07-f55b7fa0223e,zoox_robotaxi_2024,interior_tidy,2026-08-20T22:49:16.658700Z,2026-08-20T22:53:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,8eeaaef3-086f-40c8-9e90-1b91d50d3333,waymo_jaguar_ipace_2024,remote_diagnostics,2026-08-20T22:49:16.658700Z,2026-08-20T22:54:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,4b179b26-a48b-4f65-aad1-74ce3179a85d,zoox_robotaxi_2024,sensor_clean,2026-08-20T22:49:16.658700Z,2026-08-20T22:54:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,4b179b26-a48b-4f65-aad1-74ce3179a85d,zoox_robotaxi_2024,triage_check,2026-08-20T22:49:16.658700Z,2026-08-20T22:52:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,,30892fc2-9078-4ec6-a8dc-006bc667cea3,zoox_robotaxi_2024,interior_tidy,2026-08-20T22:49:16.658700Z,2026-08-20T22:53:16.658700Z,,twin
11111111-1111-1111-1111-111111111111,f99a8657-b524-46a5-9080-c37f25c6a33d,00cc3d0a-2518-446b-b9b7-e025e293e37b,waymo_jaguar_ipace_2024,charge_l2,2026-08-20T22:49:47.007168Z,2026-08-20T22:51:13.007112Z,,twin
11111111-1111-1111-1111-111111111111,bcff04b2-ad01-40fe-89fd-3c262af75305,d5dd0338-bbbb-4fd1-b529-d0fba31da0cd,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-20T22:49:47.007168Z,2026-08-20T22:51:20.969115Z,,twin
11111111-1111-1111-1111-111111111111,,4b179b26-a48b-4f65-aad1-74ce3179a85d,zoox_robotaxi_2024,interior_tidy,2026-08-20T22:52:24.528957Z,2026-08-20T22:52:24.528957Z,,twin
11111111-1111-1111-1111-111111111111,,b14db297-e308-4ce6-8cce-88edbafce40e,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-20T22:52:32.011830Z,2026-08-20T22:56:32.011830Z,,twin
11111111-1111-1111-1111-111111111111,,54ec9dcb-76c1-4a7a-84e5-43ea4b3a7c8a,waymo_jaguar_ipace_2024,triage_check,2026-08-20T22:53:29.780688Z,2026-08-20T22:56:29.780688Z,,twin
11111111-1111-1111-1111-111111111111,16229eb4-693b-405d-924e-ef413ca4df24,9e05d00e-41f2-4334-b25d-be7588560e82,zoox_robotaxi_2024,inspect,,2026-08-20T22:53:37.013178Z,,twin
11111111-1111-1111-1111-111111111111,2073cfe4-b9cf-4d53-89d6-db2d1cbbd53a,b2222222-0002-0002-0002-000000000005,tesla_model_y_robotaxi_2024,inspect,,2026-08-20T22:53:37.013178Z,,twin
11111111-1111-1111-1111-111111111111,f99a8657-b524-46a5-9080-c37f25c6a33d,00cc3d0a-2518-446b-b9b7-e025e293e37b,waymo_jaguar_ipace_2024,charge_l2,2026-08-20T22:53:45.967065Z,2026-08-20T22:53:53.251593Z,,twin
11111111-1111-1111-1111-111111111111,a13d155b-adb0-4ae5-9954-45246fdc0737,1225f10e-1355-45d5-ae28-2fdffd243425,waymo_jaguar_ipace_2024,inspect,,2026-08-20T22:55:06.725892Z,,twin
11111111-1111-1111-1111-111111111111,d9274bd6-5bb5-4194-8150-a033cf1995b7,a0ef8ae7-a873-4ec3-a040-1adb3e30b3d4,waymo_jaguar_ipace_2024,inspect,,2026-08-20T22:55:06.725892Z,,twin
11111111-1111-1111-1111-111111111111,75f94ee9-691c-4503-b469-629d1f3af1fb,091fa637-9f10-4cef-81e1-3ac58ee652a4,waymo_jaguar_ipace_2024,inspect,,2026-08-20T22:55:06.725892Z,,twin
11111111-1111-1111-1111-111111111111,,54ec9dcb-76c1-4a7a-84e5-43ea4b3a7c8a,waymo_jaguar_ipace_2024,interior_tidy,2026-08-20T22:56:35.880900Z,2026-08-20T22:56:35.880900Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-20T23:32:31.741782Z,2026-08-20T23:35:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,5dfd9db9-4262-4a7f-8f7e-055ce7a5e426,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-20T23:32:31.741782Z,2026-08-20T23:36:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,c8663fd7-b423-4398-9a18-a2ba5310feb7,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-20T23:33:45.566184Z,2026-08-20T23:37:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,5dfd9db9-4262-4a7f-8f7e-055ce7a5e426,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-20T23:35:32.269186Z,2026-08-20T23:39:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-20T23:35:32.269186Z,2026-08-20T23:38:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,c8663fd7-b423-4398-9a18-a2ba5310feb7,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-20T23:35:39.028103Z,2026-08-20T23:39:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,1c9aff71-a240-4bfe-b55a-d0eaa2ec6116,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-20T23:55:37.378401Z,2026-08-20T23:59:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-20T23:55:37.378401Z,2026-08-20T23:58:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,736962b1-f58c-4165-9657-89dfea75616d,02f1a60b-27e8-46a3-831b-d9232cc510a0,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-20T23:55:37.378401Z,2026-08-21T00:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,4dae9406-659d-43c2-8214-235b33927887,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:02:31.741782Z,2026-08-21T00:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-21T00:02:31.741782Z,2026-08-21T00:06:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,1c9aff71-a240-4bfe-b55a-d0eaa2ec6116,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-21T00:02:31.741782Z,2026-08-21T00:06:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,736962b1-f58c-4165-9657-89dfea75616d,1520dd3c-3658-4cd5-ad83-8c73c35e97c9,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:02:31.741782Z,2026-08-21T00:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,fc5d1dab-13fb-4dab-8cc9-6ac0a335b8f2,5dfd9db9-4262-4a7f-8f7e-055ce7a5e426,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:02:31.741782Z,2026-08-21T00:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,906cbfff-0c6f-47a6-a9da-7ec9af323221,6e5c4806-1191-4b8b-b750-d38231213a1b,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:02:31.741782Z,2026-08-21T00:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,ed83a9d8-cac4-4730-968a-3e82d690e4b8,c5a58859-4282-42de-b596-0a4f433e05f1,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:02:31.741782Z,2026-08-21T00:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-21T00:03:45.566184Z,2026-08-21T00:06:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,4ad671cb-0458-400a-83e9-cdc7b08dc3a1,c8663fd7-b423-4398-9a18-a2ba5310feb7,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:03:45.566184Z,2026-08-21T00:33:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,ed83a9d8-cac4-4730-968a-3e82d690e4b8,c5a58859-4282-42de-b596-0a4f433e05f1,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:05:32.269186Z,2026-08-21T00:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,1c9aff71-a240-4bfe-b55a-d0eaa2ec6116,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-21T00:05:32.269186Z,2026-08-21T00:09:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,736962b1-f58c-4165-9657-89dfea75616d,1520dd3c-3658-4cd5-ad83-8c73c35e97c9,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:05:32.269186Z,2026-08-21T00:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,fc5d1dab-13fb-4dab-8cc9-6ac0a335b8f2,5dfd9db9-4262-4a7f-8f7e-055ce7a5e426,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:05:32.269186Z,2026-08-21T00:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,906cbfff-0c6f-47a6-a9da-7ec9af323221,6e5c4806-1191-4b8b-b750-d38231213a1b,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:05:32.269186Z,2026-08-21T00:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-21T00:05:32.269186Z,2026-08-21T00:09:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,4dae9406-659d-43c2-8214-235b33927887,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:05:32.269186Z,2026-08-21T00:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,4ad671cb-0458-400a-83e9-cdc7b08dc3a1,c8663fd7-b423-4398-9a18-a2ba5310feb7,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:05:39.028103Z,2026-08-21T00:35:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-21T00:05:39.028103Z,2026-08-21T00:08:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,ed83a9d8-cac4-4730-968a-3e82d690e4b8,c5a58859-4282-42de-b596-0a4f433e05f1,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:25:37.378401Z,2026-08-21T00:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,776aa6c7-455b-45f0-9e08-abfef1fb4664,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:25:37.378401Z,2026-08-21T00:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,906cbfff-0c6f-47a6-a9da-7ec9af323221,6e5c4806-1191-4b8b-b750-d38231213a1b,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:25:37.378401Z,2026-08-21T00:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,5dfd9db9-4262-4a7f-8f7e-055ce7a5e426,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-21T00:25:37.378401Z,2026-08-21T00:28:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,1ea6a5d7-862d-44cc-a387-86cea6bc4fe4,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-21T00:25:37.378401Z,2026-08-21T00:28:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,item_retrieval,2026-08-21T00:25:37.378401Z,2026-08-21T00:29:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,5d986aca-ec67-48f8-afc4-ee9a7be2c074,acba173d-89ed-4221-a7f7-52ae57693c67,tesla_model_y_robotaxi_2024,charge_l2,2026-08-21T00:32:31.741782Z,2026-08-21T04:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,0b8d2e11-fac3-40f3-883e-1d37cb7e6da5,waymo_jaguar_ipace_2024,item_retrieval,2026-08-21T00:32:31.741782Z,2026-08-21T00:36:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,6860a969-bb88-416f-a3bf-545884f04aa8,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:09:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,0b8d2e11-fac3-40f3-883e-1d37cb7e6da5,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,14b02ad9-b6f6-4a74-867c-2a6ba9daf8e0,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T00:48:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,4a35c33f-b875-4cc6-a54d-85060633b711,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:04:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,2879307e-1fde-41ca-9309-d0aa11357436,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,964bd583-6d45-459b-8bca-4c415c0993d3,tesla_model_y_robotaxi_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:00:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,983002e6-790f-4e92-9722-b034571c7f47,waymo_jaguar_ipace_2024,remote_diagnostics,2026-08-21T00:32:31.741782Z,2026-08-21T00:37:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,a6e9c009-82e7-4c32-b9be-d3feaad294ca,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T00:58:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,45014fff-d85b-4949-aa6c-3026179489fb,4992b1fa-fc81-445e-a203-657094d89f18,waymo_jaguar_ipace_2024,charge_dcfc,2026-08-21T00:32:31.741782Z,2026-08-21T03:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,983002e6-790f-4e92-9722-b034571c7f47,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:12:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,4ad671cb-0458-400a-83e9-cdc7b08dc3a1,524312ab-2416-46fd-aebb-34d785ef7da6,waymo_jaguar_ipace_2024,charge_dcfc,2026-08-21T00:32:31.741782Z,2026-08-21T01:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,c7bdcf59-9b04-496b-a15d-878b647a169e,25061aa9-5a61-481b-acee-0aa08dd7066f,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:32:31.741782Z,2026-08-21T01:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,464c07e3-3699-4238-90d6-ea1325d0b36c,tesla_model_y_robotaxi_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:10:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,b6e8b116-0650-4d3b-b4d7-d78bd454f7e0,tesla_model_y_robotaxi_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:10:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,776aa6c7-455b-45f0-9e08-abfef1fb4664,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:32:31.741782Z,2026-08-21T01:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,73613486-152b-4229-bb10-8546a912c416,1c9aff71-a240-4bfe-b55a-d0eaa2ec6116,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T00:32:31.741782Z,2026-08-21T01:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,1ea6a5d7-862d-44cc-a387-86cea6bc4fe4,tesla_model_y_robotaxi_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:13:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,36ff94e5-663b-408d-bebc-3d56508d4996,tesla_model_y_robotaxi_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T00:59:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,3e88b963-abb9-415c-9637-fa8002b0074d,waymo_jaguar_ipace_2024,item_retrieval,2026-08-21T00:32:31.741782Z,2026-08-21T00:36:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,728d5880-36bc-4b47-b535-4544580ec303,tesla_model_y_robotaxi_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T00:53:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,3e88b963-abb9-415c-9637-fa8002b0074d,waymo_jaguar_ipace_2024,software_update,2026-08-21T00:32:31.741782Z,2026-08-21T01:06:31.741782Z,,twin
