site_id,ts_utc,asset_id,asset_class,event_type,data_source,sim_run_id
11111111-1111-1111-1111-111111111111,2026-06-24T01:57:50.949363Z,dd1579b1-5ab4-407f-a648-f05cc56f401b,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:57:55.885513Z,a1111111-0001-0001-0001-000000000003,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:57:57.139474Z,5f8af8a5-0a29-42e7-90d6-a933a2b56e64,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:05.330190Z,03726c33-e4fb-4af4-b498-16f4dc5335b9,zoox_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:06.909146Z,b2222222-0002-0002-0002-000000000002,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:13.398908Z,4c3a7261-79d3-43bf-a498-1971ad39b937,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:13.495945Z,fd6ec8c7-3bcc-4882-b77e-4b1fab99a064,zoox_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:23.374672Z,6ef374e7-4d63-4d9e-a14b-8976ef9c9786,zoox_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:35.679404Z,1225f10e-1355-45d5-ae28-2fdffd243425,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:48.894473Z,ca2624fc-c97d-4033-af1b-bf97756d3ad9,zoox_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:58:59.748238Z,cadd7c81-433d-4158-90ac-b08ecbdcdf7a,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:59:01.459010Z,b2222222-0002-0002-0002-000000000001,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:59:32.412011Z,c8c7cd10-99de-40ca-a0b2-03324d11ebaa,zoox_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:59:39.140096Z,a1111111-0001-0001-0001-000000000005,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:59:42.131457Z,a24e3f67-3653-4bd0-9362-2dcfd3d6abe9,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:59:51.054278Z,23cd462c-e81e-499c-ad8f-f9d57ea03fa9,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T01:59:58.468579Z,9e05d00e-41f2-4334-b25d-be7588560e82,zoox_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:00:00.867414Z,5cee8fb3-d21e-46e2-88b1-5223114b1578,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:00:10.705770Z,b2222222-0002-0002-0002-000000000006,tesla_model_y_robotaxi_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:00:12.312649Z,3db69802-2cd3-433b-85ed-4f24ad8be006,waymo_jaguar_ipace_2024,departure,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,0d43459d-a82f-4d46-9579-43fc89feb981,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,cadd7c81-433d-4158-90ac-b08ecbdcdf7a,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,5f8af8a5-0a29-42e7-90d6-a933a2b56e64,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,1ad24ec9-3039-4ab4-9b78-68c35a26f603,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b14db297-e308-4ce6-8cce-88edbafce40e,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,30892fc2-9078-4ec6-a8dc-006bc667cea3,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,5cee8fb3-d21e-46e2-88b1-5223114b1578,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,137ab789-9a83-4ee9-9610-7fcd8238fe43,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,dd1579b1-5ab4-407f-a648-f05cc56f401b,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,4c3a7261-79d3-43bf-a498-1971ad39b937,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,7a138260-7c7d-40f9-9aaa-f41286a0aa6a,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,4b179b26-a48b-4f65-aad1-74ce3179a85d,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,58f68551-abe5-439c-9835-f1c46612ca05,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,0ea2ccfe-bbb0-4da0-b3c3-d4a9ef9a1fb7,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,a1111111-0001-0001-0001-000000000003,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,aee7a860-ffee-4629-bfda-3ffc5b74dd38,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,a24e3f67-3653-4bd0-9362-2dcfd3d6abe9,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,03726c33-e4fb-4af4-b498-16f4dc5335b9,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b9ef130e-5de8-4084-a334-4ad8191bc096,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,99ddf4ff-96d7-4257-b1ce-cb9437335ce8,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,1b9b6ea1-ed97-4a07-9b72-4be8a7189792,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b73b5763-07e4-48e3-9e8c-3158301af418,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,1225f10e-1355-45d5-ae28-2fdffd243425,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b2222222-0002-0002-0002-000000000002,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,6ef374e7-4d63-4d9e-a14b-8976ef9c9786,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,f0077a3a-5a40-4d50-bbe9-95a81a4acc8d,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b2222222-0002-0002-0002-000000000001,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,9e05d00e-41f2-4334-b25d-be7588560e82,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,8f680446-212c-4aca-bf07-f55b7fa0223e,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,ca2624fc-c97d-4033-af1b-bf97756d3ad9,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,0cb1b8c6-c948-4937-8bf6-187442a7be1a,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,bfbaf0b2-48ad-4283-8391-80f301eda2be,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,c8c7cd10-99de-40ca-a0b2-03324d11ebaa,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b2222222-0002-0002-0002-000000000006,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,3db69802-2cd3-433b-85ed-4f24ad8be006,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,12cb06f0-cf74-436f-a37a-e660a52dc7e6,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,c8ae20e3-3613-4ad1-b003-274321c4a101,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,a1111111-0001-0001-0001-000000000005,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,23cd462c-e81e-499c-ad8f-f9d57ea03fa9,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,fd6ec8c7-3bcc-4882-b77e-4b1fab99a064,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,aff36072-eff1-4a55-be44-a55f5f8891e7,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,b2222222-0002-0002-0002-000000000003,tesla_model_y_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,0cb0532c-6fbb-4ec7-abfb-69e7681e6630,waymo_jaguar_ipace_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-06-24T02:06:43.197163Z,c3333333-0003-0003-0003-000000000001,zoox_robotaxi_2024,arrival,twin,f653bef9-4453-43a9-9210-f9bd512f5607
11111111-1111-1111-1111-111111111111,2026-07-02T01:15:33.240850Z,aff36072-eff1-4a55-be44-a55f5f8891e7,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:17:03.697714Z,a1111111-0001-0001-0001-000000000005,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:32:23.936869Z,1e6aa7f6-c47a-40fa-9d8e-8ea38d5f6173,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:36:51.952342Z,3db69802-2cd3-433b-85ed-4f24ad8be006,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:41:50.372838Z,1225f10e-1355-45d5-ae28-2fdffd243425,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:52:51.084044Z,0ea2ccfe-bbb0-4da0-b3c3-d4a9ef9a1fb7,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:54:54.094679Z,28417bea-eb30-4e9f-8ad8-3da0f1842398,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:57:14.812506Z,12cb06f0-cf74-436f-a37a-e660a52dc7e6,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:58:15.897670Z,9458a4a5-a209-4e6d-a45b-470c4d664cbe,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:58:58.300505Z,d9d2a011-ac98-4567-87bd-ad70810ded40,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T01:59:14.667508Z,da022fb5-45f9-4a77-9fb8-d14db1e3a5b3,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:00:29.206037Z,30892fc2-9078-4ec6-a8dc-006bc667cea3,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:04:19.366968Z,03d72f9c-de16-42ad-a6a2-2434511781c5,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:07:38.447180Z,b14db297-e308-4ce6-8cce-88edbafce40e,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:09:10.943571Z,34eff65e-af05-485c-bcc6-df10f99c219a,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:10:55.875409Z,252ba623-b097-4ac4-8c0b-3cffa951448e,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:12:20.222293Z,cb4faba2-c3d5-467f-a1b9-e8f69f266401,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:12:43.788415Z,814c9bc7-cf99-4028-93ba-1896279b574a,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:13:23.026148Z,c7d24f18-164f-46f1-88aa-6f747c6668fc,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:13:55.415678Z,4c3a7261-79d3-43bf-a498-1971ad39b937,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:17:33.437513Z,c3333333-0003-0003-0003-000000000004,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:20:04.288888Z,b2222222-0002-0002-0002-000000000001,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:20:21.913672Z,ca2624fc-c97d-4033-af1b-bf97756d3ad9,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:20:59.869569Z,236edd3e-abd5-45f5-a053-7f66ab682162,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:21:19.095059Z,f0077a3a-5a40-4d50-bbe9-95a81a4acc8d,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:21:40.871138Z,1b9b6ea1-ed97-4a07-9b72-4be8a7189792,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:21:47.614223Z,77ecd026-12cb-458e-900a-4602511728d8,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:22:16.468734Z,02ff42a9-de41-42d2-bfb9-00b681c02178,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:22:32.187989Z,b2222222-0002-0002-0002-000000000005,tesla_model_y_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:23:06.250689Z,b97789b5-3963-497d-9ca7-5b65e0168234,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:23:23.716365Z,54ec9dcb-76c1-4a7a-84e5-43ea4b3a7c8a,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:23:58.607749Z,9f5d69bb-e932-4fa9-a659-4417bc861d00,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:24:39.675591Z,c8ae20e3-3613-4ad1-b003-274321c4a101,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:25:04.276969Z,0cb1b8c6-c948-4937-8bf6-187442a7be1a,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:25:17.666597Z,00cc3d0a-2518-446b-b9b7-e025e293e37b,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:25:43.355672Z,cadd7c81-433d-4158-90ac-b08ecbdcdf7a,waymo_jaguar_ipace_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:26:25.771517Z,c3333333-0003-0003-0003-000000000003,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
11111111-1111-1111-1111-111111111111,2026-07-02T02:27:14.270205Z,bfbaf0b2-48ad-4283-8391-80f301eda2be,zoox_robotaxi_2024,departure,twin,35aa33e3-a019-4ce7-ad4b-dca1a597412f
