site_id,ts_utc,generation_kw,load_kw,bess_soc,bess_capacity_kwh,solar_kw,genset_kw,grid_import_kw,grid_export_kw,bess_output_kw,ev_charging_kw,building_load_kw,lighting_load_kw,data_source,sim_run_id
11111111-1111-1111-1111-111111111111,2026-05-29T05:55:37.521690Z,0.0,51.3,51.62,3000.00,0.00,,801.30,0.00,-750.00,0.00,51.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T06:25:37.521690Z,0.0,50.3,63.74,3000.00,0.00,,800.30,0.00,-750.00,0.00,50.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T06:55:37.521690Z,0.0,53.2,75.86,3000.00,0.00,,803.20,0.00,-750.00,0.00,53.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T07:25:37.521690Z,0.0,47.3,75.72,3000.00,0.00,,47.30,0.00,0.00,0.00,47.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T07:55:37.521690Z,0.0,39.2,75.59,3000.00,0.00,,39.20,0.00,0.00,0.00,39.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T08:25:37.521690Z,0.0,51.2,75.44,3000.00,0.00,,51.20,0.00,0.00,0.00,51.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T08:55:37.521690Z,0.0,53.2,75.32,3000.00,0.00,,53.20,0.00,0.00,0.00,53.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T09:25:37.521690Z,0.0,44.5,75.19,3000.00,0.00,,44.50,0.00,0.00,0.00,44.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T09:55:37.521690Z,0.0,51.8,75.08,3000.00,0.00,,51.80,0.00,0.00,0.00,51.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T10:25:37.521690Z,0.0,53.0,74.96,3000.00,0.00,,53.00,0.00,0.00,0.00,53.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T10:55:37.521690Z,0.0,52.8,74.81,3000.00,0.00,,52.80,0.00,0.00,0.00,52.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-29T11:25:37.521690Z,33.1,44.5,59.91,3000.00,33.10,,11.40,0.00,0.00,0.00,44.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-30T22:14:17.476587Z,1272.5,144.3,41.92,3000.00,222.50,,0.00,1128.20,1050.00,0.00,144.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-30T22:44:17.476587Z,1187.8,157.7,23.91,3000.00,137.80,,0.00,1030.20,1050.00,0.00,157.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-30T23:14:17.476587Z,96.2,93.0,26.07,3000.00,96.20,,137.20,0.00,-140.40,0.00,93.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-30T23:44:17.476587Z,60.7,124.9,25.94,3000.00,60.70,,64.20,0.00,0.00,0.00,124.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T00:14:17.476587Z,0.0,107.9,25.81,3000.00,0.00,,107.90,0.00,0.00,0.00,107.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T00:44:17.476587Z,0.0,131.3,25.66,3000.00,0.00,,131.30,0.00,0.00,0.00,131.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T01:14:17.476587Z,0.0,62.3,25.54,3000.00,0.00,,62.30,0.00,0.00,0.00,62.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T01:44:17.476587Z,0.0,61.1,25.40,3000.00,0.00,,61.10,0.00,0.00,0.00,61.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T02:14:17.476587Z,0.0,59.4,25.25,3000.00,0.00,,59.40,0.00,0.00,0.00,59.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T02:44:17.476587Z,0.0,50.7,25.11,3000.00,0.00,,50.70,0.00,0.00,0.00,50.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T03:14:17.476587Z,0.0,53.8,24.97,3000.00,0.00,,53.80,0.00,0.00,0.00,53.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T05:42:38.305306Z,0.0,49.8,37.07,3000.00,0.00,,799.80,0.00,-750.00,0.00,49.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T05:43:34.022648Z,0.0,51.8,73.41,3000.00,0.00,,801.80,0.00,-750.00,0.00,51.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T06:12:38.305306Z,0.0,44.6,49.18,3000.00,0.00,,794.60,0.00,-750.00,0.00,44.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T06:13:34.022648Z,0.0,49.7,73.26,3000.00,0.00,,49.70,0.00,0.00,0.00,49.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T06:42:38.305306Z,0.0,51.8,61.30,3000.00,0.00,,801.80,0.00,-750.00,0.00,51.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T06:43:34.022648Z,0.0,50.9,73.13,3000.00,0.00,,50.90,0.00,0.00,0.00,50.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T07:13:34.022648Z,0.0,48.0,73.00,3000.00,0.00,,48.00,0.00,0.00,0.00,48.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T07:43:34.022648Z,0.0,59.2,72.85,3000.00,0.00,,59.20,0.00,0.00,0.00,59.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T08:13:34.022648Z,0.0,46.4,72.71,3000.00,0.00,,46.40,0.00,0.00,0.00,46.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T15:40:03.592774Z,486.0,126.5,77.33,3000.00,486.00,,0.00,67.80,-291.60,0.00,126.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T16:10:03.592774Z,434.9,87.1,86.20,3000.00,434.90,,204.80,0.00,-552.50,0.00,87.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T16:40:03.592774Z,503.9,93.8,95.27,3000.00,503.90,,153.20,0.00,-563.30,0.00,93.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T17:10:03.592774Z,490.2,119.6,95.14,3000.00,490.20,,0.00,370.50,0.00,0.00,119.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T17:40:03.592774Z,363.5,147.6,95.01,3000.00,363.50,,0.00,215.90,0.00,0.00,147.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T18:10:03.592774Z,462.9,97.3,94.87,3000.00,462.90,,0.00,365.60,0.00,0.00,97.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T18:40:03.592774Z,520.3,133.4,94.73,3000.00,520.30,,0.00,386.90,0.00,0.00,133.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T19:10:03.592774Z,1427.6,162.3,76.75,3000.00,377.60,,0.00,1265.30,1050.00,0.00,162.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T19:10:40.491088Z,1489.4,139.7,75.64,3000.00,439.40,,0.00,1349.60,1050.00,0.00,139.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T19:40:03.592774Z,1397.1,114.9,58.74,3000.00,347.10,,0.00,1282.10,1050.00,0.00,114.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T19:40:40.491088Z,1486.3,201.8,57.65,3000.00,436.30,,0.00,1284.50,1050.00,0.00,201.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T19:42:03.489514Z,1513.0,95.2,79.38,3000.00,463.00,,0.00,1417.70,1050.00,0.00,95.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:10:03.592774Z,1483.6,142.8,40.75,3000.00,433.60,,0.00,1340.90,1050.00,0.00,142.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:10:40.491088Z,1437.0,131.5,39.66,3000.00,387.00,,0.00,1305.50,1050.00,0.00,131.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:12:03.489514Z,1438.9,97.5,61.40,3000.00,388.90,,0.00,1341.40,1050.00,0.00,97.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:40:03.592774Z,1439.7,134.1,22.77,3000.00,389.70,,0.00,1305.50,1050.00,0.00,134.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:40:40.491088Z,1442.0,165.3,21.68,3000.00,392.00,,0.00,1276.70,1050.00,0.00,165.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:42:03.489514Z,1446.2,133.7,43.42,3000.00,396.20,,0.00,1312.60,1050.00,0.00,133.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T20:59:47.349631Z,1412.4,83.5,58.08,3000.00,362.40,,0.00,1328.80,1050.00,0.00,83.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:10:03.592774Z,282.4,110.6,29.24,3000.00,282.40,,231.40,0.00,-403.20,0.00,110.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:10:40.491088Z,324.8,157.0,31.33,3000.00,324.80,,431.70,0.00,-599.50,0.00,157.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:12:03.489514Z,1402.4,147.7,25.43,3000.00,352.40,,0.00,1254.70,1050.00,0.00,147.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:29:47.349631Z,1353.6,73.4,40.10,3000.00,303.60,,0.00,1280.10,1050.00,0.00,73.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:40:03.592774Z,301.5,151.4,34.81,3000.00,301.50,,200.30,0.00,-350.30,0.00,151.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:40:40.491088Z,1337.0,125.2,13.32,3000.00,287.00,,0.00,1211.80,1050.00,0.00,125.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:42:03.489514Z,294.5,178.6,37.41,3000.00,294.50,,625.30,0.00,-741.20,0.00,178.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:56:02.856529Z,1362.1,189.9,21.78,3000.00,312.10,,0.00,1172.20,1050.00,0.00,189.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:58:32.480568Z,1294.3,131.1,72.31,3000.00,244.30,,0.00,1163.20,1050.00,0.00,131.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T21:59:47.349631Z,1293.4,82.0,22.12,3000.00,243.40,,0.00,1211.40,1050.00,0.00,82.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:05:00.840663Z,196.3,136.2,39.63,3000.00,196.30,,1067.30,0.00,-1127.50,0.00,136.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:10:03.592774Z,1264.2,169.0,16.83,3000.00,214.20,,0.00,1095.20,1050.00,0.00,169.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:10:40.491088Z,234.5,78.3,20.41,3000.00,234.50,,285.20,0.00,-441.40,0.00,78.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:12:03.489514Z,1241.5,132.7,19.40,3000.00,191.50,,0.00,1108.80,1050.00,0.00,132.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:26:02.856529Z,101.8,85.5,34.36,3000.00,101.80,,762.20,0.00,-778.40,0.00,85.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:28:32.480568Z,1259.1,140.3,54.31,3000.00,209.10,,0.00,1118.80,1050.00,0.00,140.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:29:47.349631Z,193.4,150.1,32.53,3000.00,193.40,,602.80,0.00,-646.20,0.00,150.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:35:00.840663Z,1224.2,135.0,21.62,3000.00,174.20,,0.00,1089.20,1050.00,0.00,135.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:40:03.592774Z,187.9,140.7,20.65,3000.00,187.90,,194.10,0.00,-241.20,0.00,140.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:40:40.491088Z,176.0,118.8,26.13,3000.00,176.00,,301.80,0.00,-359.00,0.00,118.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:42:03.489514Z,143.2,163.3,26.12,3000.00,143.20,,439.20,0.00,-419.20,0.00,163.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:56:02.856529Z,1227.8,101.9,16.36,3000.00,177.80,,0.00,1125.80,1050.00,0.00,101.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:58:32.480568Z,1213.9,126.1,36.31,3000.00,163.90,,0.00,1087.80,1050.00,0.00,126.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T22:59:47.349631Z,1197.4,100.9,14.55,3000.00,147.40,,0.00,1096.50,1050.00,0.00,100.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:05:00.840663Z,128.8,80.5,34.22,3000.00,128.80,,731.20,0.00,-779.50,0.00,80.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:10:03.592774Z,95.4,70.1,23.30,3000.00,95.40,,144.70,0.00,-170.00,0.00,70.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:10:40.491088Z,58.4,107.2,29.21,3000.00,58.40,,246.70,0.00,-197.90,0.00,107.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:12:03.489514Z,57.2,63.5,29.45,3000.00,57.20,,218.80,0.00,-212.50,0.00,63.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:26:02.856529Z,82.5,95.2,22.30,3000.00,82.50,,384.00,0.00,-371.20,0.00,95.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:28:32.480568Z,1135.9,103.6,18.31,3000.00,85.90,,0.00,1032.30,1050.00,0.00,103.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:29:47.349631Z,70.3,79.1,18.64,3000.00,70.30,,266.00,0.00,-257.20,0.00,79.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:35:00.840663Z,1119.6,65.7,16.24,3000.00,69.60,,0.00,1053.90,1050.00,0.00,65.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:40:03.592774Z,62.0,88.0,23.14,3000.00,62.00,,26.00,0.00,0.00,0.00,88.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:40:40.491088Z,52.8,97.6,29.09,3000.00,52.80,,44.80,0.00,0.00,0.00,97.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:42:03.489514Z,58.5,91.5,31.56,3000.00,58.50,,171.30,0.00,-138.30,0.00,91.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:56:02.856529Z,48.9,99.1,25.84,3000.00,48.90,,275.10,0.00,-225.00,0.00,99.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:58:32.480568Z,42.6,96.9,22.28,3000.00,42.60,,306.90,0.00,-252.60,0.00,96.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-05-31T23:59:47.349631Z,35.8,103.6,21.24,3000.00,35.80,,235.40,0.00,-167.60,0.00,103.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:05:00.840663Z,3.0,128.2,19.76,3000.00,3.00,,349.10,0.00,-223.90,0.00,128.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:10:03.592774Z,0.0,91.0,23.02,3000.00,0.00,,91.00,0.00,0.00,0.00,91.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:10:40.491088Z,0.0,102.4,28.95,3000.00,0.00,,102.40,0.00,0.00,0.00,102.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:12:03.489514Z,1050.0,103.2,13.57,3000.00,0.00,,0.00,946.80,1050.00,0.00,103.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:26:02.856529Z,0.0,108.3,25.70,3000.00,0.00,,108.30,0.00,0.00,0.00,108.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:28:32.480568Z,0.0,82.9,22.15,3000.00,0.00,,82.90,0.00,0.00,0.00,82.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:29:47.349631Z,0.0,123.2,21.11,3000.00,0.00,,123.20,0.00,0.00,0.00,123.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:35:00.840663Z,0.0,110.7,19.64,3000.00,0.00,,110.70,0.00,0.00,0.00,110.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:40:03.592774Z,0.0,97.8,22.90,3000.00,0.00,,97.80,0.00,0.00,0.00,97.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:40:40.491088Z,0.0,80.6,28.84,3000.00,0.00,,80.60,0.00,0.00,0.00,80.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:42:03.489514Z,0.0,108.9,13.43,3000.00,0.00,,108.90,0.00,0.00,0.00,108.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:47:02.601140Z,1050.0,98.9,74.38,3000.00,0.00,,0.00,951.10,1050.00,0.00,98.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:47:25.491132Z,1050.0,117.6,55.43,3000.00,0.00,,0.00,932.40,1050.00,0.00,117.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:47:58.563449Z,1050.0,73.1,37.04,3000.00,0.00,,0.00,976.90,1050.00,0.00,73.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:56:02.856529Z,0.0,87.2,25.58,3000.00,0.00,,87.20,0.00,0.00,0.00,87.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:58:05.674716Z,1050.0,78.6,18.65,3000.00,0.00,,0.00,971.40,1050.00,0.00,78.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:58:32.480568Z,0.0,110.7,22.03,3000.00,0.00,,110.70,0.00,0.00,0.00,110.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T00:59:47.349631Z,0.0,110.6,20.98,3000.00,0.00,,110.60,0.00,0.00,0.00,110.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:01:05.549892Z,0.0,52.9,12.52,3000.00,0.00,,52.90,0.00,0.00,0.00,52.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:05:00.840663Z,0.0,52.3,19.52,3000.00,0.00,,52.30,0.00,0.00,0.00,52.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:10:03.592774Z,0.0,52.1,22.75,3000.00,0.00,,52.10,0.00,0.00,0.00,52.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:10:40.491088Z,0.0,47.8,28.71,3000.00,0.00,,47.80,0.00,0.00,0.00,47.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:12:03.489514Z,0.0,45.6,13.30,3000.00,0.00,,45.60,0.00,0.00,0.00,45.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:17:02.601140Z,0.0,45.9,74.23,3000.00,0.00,,45.90,0.00,0.00,0.00,45.90,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:17:25.491132Z,0.0,58.7,55.29,3000.00,0.00,,58.70,0.00,0.00,0.00,58.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:17:58.563449Z,0.0,63.1,36.91,3000.00,0.00,,63.10,0.00,0.00,0.00,63.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:26:02.856529Z,0.0,53.6,25.43,3000.00,0.00,,53.60,0.00,0.00,0.00,53.60,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:28:05.674716Z,0.0,52.1,18.51,3000.00,0.00,,52.10,0.00,0.00,0.00,52.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:28:32.480568Z,0.0,59.1,21.90,3000.00,0.00,,59.10,0.00,0.00,0.00,59.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:29:47.349631Z,0.0,60.5,20.85,3000.00,0.00,,60.50,0.00,0.00,0.00,60.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:31:05.549892Z,0.0,53.7,12.38,3000.00,0.00,,53.70,0.00,0.00,0.00,53.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:35:00.840663Z,0.0,44.7,19.40,3000.00,0.00,,44.70,0.00,0.00,0.00,44.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:40:03.592774Z,0.0,45.4,22.60,3000.00,0.00,,45.40,0.00,0.00,0.00,45.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:40:40.491088Z,0.0,54.2,28.57,3000.00,0.00,,54.20,0.00,0.00,0.00,54.20,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:42:03.489514Z,0.0,49.7,13.17,3000.00,0.00,,49.70,0.00,0.00,0.00,49.70,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:47:02.601140Z,0.0,57.4,74.08,3000.00,0.00,,57.40,0.00,0.00,0.00,57.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:47:25.491132Z,0.0,62.8,55.15,3000.00,0.00,,62.80,0.00,0.00,0.00,62.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:47:58.563449Z,0.0,50.4,36.78,3000.00,0.00,,50.40,0.00,0.00,0.00,50.40,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:56:02.856529Z,0.0,39.3,25.29,3000.00,0.00,,39.30,0.00,0.00,0.00,39.30,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:58:05.674716Z,0.0,40.5,18.37,3000.00,0.00,,40.50,0.00,0.00,0.00,40.50,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:58:32.480568Z,0.0,50.8,21.78,3000.00,0.00,,50.80,0.00,0.00,0.00,50.80,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T01:59:47.349631Z,0.0,46.1,20.72,3000.00,0.00,,46.10,0.00,0.00,0.00,46.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T02:01:05.549892Z,0.0,51.0,12.26,3000.00,0.00,,51.00,0.00,0.00,0.00,51.00,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T02:05:00.840663Z,0.0,67.1,19.28,3000.00,0.00,,67.10,0.00,0.00,0.00,67.10,0.00,twin,
11111111-1111-1111-1111-111111111111,2026-06-01T02:10:03.592774Z,0.0,62.8,22.48,3000.00,0.00,,62.80,0.00,0.00,0.00,62.80,0.00,twin,
